image_name,confidence_value,IoU_value
IMG_20180725_120338.jpg,0.49859222769737244,0
IMG_20180724_121144.jpg,0.0,0
IMG_20180725_122016.jpg,0.2529168426990509,0
IMG_20180724_130100.jpg,0.8640354871749878,0
IMG_20180810_092905.jpg,0.4892348349094391,0
IMG_20180811_083858.jpg,0.8604390025138855,0
IMG_20180714_105052.jpg,0.0,0
IMG_20180723_123744.jpg,0.9131169319152832,0
IMG_20180723_123653.jpg,0.8869632482528687,0
IMG_20100101_023139.jpg,0.9462926983833313,0
IMG_20180720_142751.jpg,0.368966281414032,0
IMG_20180725_142219.jpg,0.915046751499176,0
IMG_20180723_123915.jpg,0.0,0
IMG_20100101_031404.jpg,0.0,0
IMG_20180725_120946.jpg,0.9349793195724487,0
IMG_20100101_033207.jpg,0.46167701482772827,0
IMG_20180810_093037.jpg,0.0,0
IMG_20180723_145121.jpg,0.0,0
IMG_20180723_145947.jpg,0.0,0
IMG_20180713_105001.jpg,0.0,0
IMG_20100101_032102.jpg,0.44436192512512207,0
IMG_20180723_123119.jpg,0.0,0
IMG_1246.jpg,0.47459620237350464,0
IMG_20180724_121832.jpg,0.9394546151161194,0
IMG_20180724_121832.jpg,0.9207215905189514,0
IMG_20180724_121832.jpg,0.8681308031082153,0
IMG_20180724_121243.jpg,0.0,0
IMG_20180723_145854.jpg,0.9245456457138062,0
IMG_20180723_123302.jpg,0.0,0
IMG_20180810_085645.jpg,0.0,0
IMG_20180719_124828.jpg,0.7171117067337036,0
IMG_20180720_123553.jpg,0.0,0
IMG_20100101_031841.jpg,0.8399586081504822,0
IMG_20180713_104842.jpg,0.3436504900455475,0
IMG_20180720_141301.jpg,0.9271669387817383,0
IMG_20100101_022751.jpg,0.8940160870552063,0
IMG_20180723_124655.jpg,0.7097741365432739,0
IMG_20180726_122312.jpg,0.9006986618041992,0
IMG_20180713_111144.jpg,0.8565815091133118,0
IMG_20100101_032532.jpg,0.0,0
IMG_20100101_033158.jpg,0.0,0
IMG_20100101_033101.jpg,0.911914587020874,0
