image_name,confidence_value,IoU_value
IMG_20180714_102729.jpg,0.25273770093917847,0.0005902789342899845
IMG_20180714_103103.jpg,0.41248819231987,0.0
IMG_20180714_103103.jpg,0.3370460569858551,0.0
IMG_20180714_103103.jpg,0.32899317145347595,0.0
IMG_20180724_121832.jpg,0.6901435852050781,0.0
IMG_20180724_121832.jpg,0.48537442088127136,0.0
IMG_20180724_121832.jpg,0.44073623418807983,0.0
IMG_20180810_092905.jpg,0.33941981196403503,0.0
IMG_20100101_033101.jpg,0.43366026878356934,0.0
IMG_20100101_033101.jpg,0.3142668604850769,0.0
IMG_20180810_092151.jpg,0.3607092797756195,0.0
IMG_20180810_092151.jpg,0.30014726519584656,0.0
IMG_20100101_032102.jpg,0.47048723697662354,0.0
IMG_20100101_032102.jpg,0.39696240425109863,0.0
IMG_20100101_032102.jpg,0.2583039104938507,0.0
IMG_20180721_090927.jpg,0.0,0.0
IMG_20180713_105001.jpg,0.40238747000694275,0.0
IMG_20180720_123553.jpg,0.6104440093040466,0.0
IMG_20180720_123553.jpg,0.5776505470275879,0.0
IMG_20100101_031419.jpg,0.2912529408931732,0.0
IMG_20180714_102511.jpg,0.31144610047340393,0.0
IMG_20180714_102511.jpg,0.2861827611923218,0.0
IMG_20180725_121940.jpg,0.6754065752029419,0.0
IMG_20180725_121940.jpg,0.45607244968414307,0.0
IMG_20180725_121940.jpg,0.42229267954826355,0.0
IMG_20180721_090506.jpg,0.7341357469558716,0.0
IMG_20180724_125420.jpg,0.6660430431365967,0.0
IMG_20180714_105052.jpg,0.4373052418231964,0.0
IMG_20180714_105052.jpg,0.3903549313545227,0.0
IMG_1243.jpg,0.6819785237312317,0.0
IMG_20180723_123915.jpg,0.4125424325466156,0.0
IMG_20180723_123915.jpg,0.4049963057041168,0.0
IMG_20180723_123915.jpg,0.28870996832847595,0.0
IMG_20100101_033337.jpg,0.31253185868263245,0.0
IMG_20180720_142150.jpg,0.6516814231872559,0.0
IMG_20180717_100254.jpg,0.0,0.0
IMG_20180726_122652.jpg,0.44930994510650635,0.0
IMG_1297.jpg,0.0,0.0
IMG_20100101_033559.jpg,0.39659541845321655,0.0
IMG_20100101_033113.jpg,0.0,0.0
IMG_20180721_091635.jpg,0.7399426698684692,0.0
IMG_20180725_122016.jpg,0.0,0.0
IMG_20180724_122525.jpg,0.540251612663269,0.0
IMG_20180810_092957.jpg,0.36793380975723267,0.0
IMG_20180810_092957.jpg,0.35629257559776306,0.0
IMG_1263.jpg,0.5514551997184753,0.0
IMG_1263.jpg,0.5370928645133972,0.0
IMG_1263.jpg,0.5157170295715332,0.0
IMG_1263.jpg,0.43169131875038147,0.0
IMG_1263.jpg,0.32331669330596924,0.0
IMG_1263.jpg,0.2972603738307953,0.0
IMG_20180717_120957.jpg,0.6200363636016846,0.0
IMG_20180717_120957.jpg,0.4622499942779541,0.0
IMG_20180724_123854.jpg,0.4309671223163605,0.0
IMG_20180811_083617.jpg,0.0,0.0
IMG_20180724_121957.jpg,0.0,0.0
IMG_20180723_123154.jpg,0.31496506929397583,0.0
IMG_1261.jpg,0.46963024139404297,0.0
IMG_20180719_143627.jpg,0.7254137396812439,0.0
IMG_20180719_143627.jpg,0.3231179118156433,0.0
IMG_20180726_122312.jpg,0.31780529022216797,0.0
IMG_20180726_122312.jpg,0.25461626052856445,0.0
IMG_20180714_102857.jpg,0.0,0.0
IMG_20180810_093037.jpg,0.7264662981033325,0.0
