image_name,confidence_value,IoU_value
IMG_20180723_145353.jpg,0.7908693552017212,0
IMG_20180714_103055.jpg,0.0,0
IMG_20180723_145854.jpg,0.6984392404556274,0
IMG_20180721_090127.jpg,0.8625404834747314,0
IMG_20180724_121258.jpg,0.0,0
IMG_20180714_105021.jpg,0.0,0
IMG_20180714_103949.jpg,0.0,0
IMG_20180719_143637.jpg,0.7584592700004578,0
IMG_20180723_124655.jpg,0.2935259938240051,0
IMG_20180723_124655.jpg,0.25066298246383667,0
IMG_20180719_141917.jpg,0.6013755798339844,0
IMG_20180724_122904.jpg,0.0,0
IMG_20100101_031404.jpg,0.0,0
IMG_20180714_103316.jpg,0.44654762744903564,0
IMG_1246.jpg,0.0,0
IMG_20180721_090336.jpg,0.0,0
IMG_20180724_121309.jpg,0.3498184084892273,0
IMG_20180721_091455.jpg,0.0,0
IMG_20180723_123744.jpg,0.4515873193740845,0
IMG_20180725_120946.jpg,0.8656257390975952,0
IMG_20180719_143627.jpg,0.0,0
IMG_20180719_123656.jpg,0.0,0
IMG_20180724_123854.jpg,0.7317413687705994,0
IMG_20180726_122312.jpg,0.8504739999771118,0
IMG_20100101_032618.jpg,0.39692223072052,0
IMG_20100101_033033.jpg,0.0,0
IMG_20180724_125230.jpg,0.0,0
IMG_20180724_125716.jpg,0.8810055255889893,0
IMG_20180725_122619.jpg,0.3553090989589691,0
IMG_20100101_032102.jpg,0.0,0
IMG_20180723_123106.jpg,0.5493558049201965,0
IMG_20180724_130100.jpg,0.8103827834129333,0
IMG_20180724_122357.jpg,0.5906146764755249,0
IMG_20180719_144127.jpg,0.0,0
IMG_20180718_105313.jpg,0.3587043285369873,0
IMG_20180717_095144.jpg,0.3524214029312134,0
IMG_20180810_092151.jpg,0.0,0
IMG_20180724_124449.jpg,0.6017411351203918,0
IMG_20180724_121206.jpg,0.0,0
IMG_20180724_125116.jpg,0.5244685411453247,0
IMG_20180724_122525.jpg,0.4842442274093628,0
